run,sample,temperature,current,vibration,label
3,176,25.02,5.0,1.09,0
3,177,24.75,5.27,0.99,0
3,178,23.75,4.62,1.13,0
3,179,24.38,4.82,1.02,0
3,180,24.0,4.97,1.12,0
3,181,25.8,5.04,0.81,0
3,182,23.84,5.22,1.16,0
3,183,24.6,5.26,0.77,0
3,184,25.66,5.04,1.24,0
3,185,23.81,5.26,1.13,0
3,186,24.39,5.4,0.97,0
3,187,24.55,5.25,0.97,0
3,188,26.48,5.22,0.87,0
3,189,25.93,5.07,0.93,0
3,190,25.63,5.11,0.83,0
3,191,23.92,4.77,0.85,0
3,192,23.68,4.88,0.89,0
3,193,25.12,4.86,1.1,0
3,194,24.37,4.81,1.18,0
3,195,26.46,5.14,0.8,0
3,196,26.39,5.23,1.21,0
3,197,26.48,5.29,0.81,0
3,198,26.1,4.8,1.11,0
3,199,25.99,5.21,1.09,0
3,200,24.97,5.06,0.88,0
3,201,24.74,4.96,1.07,0
3,202,26.14,4.67,1.01,0
3,203,24.33,5.35,0.93,0
3,204,26.35,4.86,0.75,0
3,205,25.82,5.19,1.12,0
3,206,24.88,5.13,0.93,0
3,207,23.69,5.03,0.86,0
3,208,24.79,4.77,0.88,0
3,209,25.99,4.87,1.04,0
3,210,25.2,4.99,0.92,0
3,211,25.55,4.64,0.8,0
3,212,25.85,4.97,0.81,0
3,213,26.07,4.95,0.75,0
3,214,26.37,4.76,1.09,0
3,215,23.9,5.12,0.83,0
3,216,26.3,4.82,1.28,1
3,217,24.62,5.32,1.35,1
3,218,24.42,5.16,1.48,1
3,219,25.61,4.6,1.22,1
3,220,24.18,5.14,1.5,1
3,221,25.95,5.39,0.96,0
3,222,23.9,4.66,0.94,0
3,223,25.69,4.68,0.91,0
3,224,26.14,4.71,1.14,0
3,225,25.76,4.71,1.25,0
3,226,23.93,5.02,0.75,0
3,227,25.45,4.95,1.11,0
3,228,25.38,4.72,0.96,0
3,229,25.56,5.29,0.79,0
3,230,23.8,5.2,1.04,0
3,231,24.65,5.37,0.91,0
3,232,23.92,4.82,0.79,0
3,233,25.16,5.08,1.05,0
3,234,25.84,5.15,1.17,0
3,235,25.48,4.84,1.01,0
3,236,25.03,5.2,0.9,0
3,237,23.66,5.32,1.23,0
3,238,24.98,4.69,1.0,0
3,239,25.28,5.02,1.24,0
3,240,26.46,5.35,0.82,0
3,241,26.08,5.05,0.93,0
3,242,25.55,5.21,1.23,0
3,243,25.81,4.61,0.78,0
3,244,24.29,4.63,0.78,0
3,245,25.87,5.01,1.06,0
3,246,25.0,4.93,1.1,0
3,247,23.75,5.03,1.06,0
3,248,24.33,4.85,1.01,0
3,249,24.11,5.25,1.02,0
3,250,24.67,5.11,1.17,0
3,251,25.54,4.65,1.1,0
3,252,25.69,5.28,0.78,0
3,253,23.76,4.95,0.98,0
3,254,25.33,4.85,1.12,0
3,255,25.72,4.7,1.1,0
3,256,25.6,4.73,1.23,0
3,257,25.07,5.23,1.11,0
3,258,24.0,4.7,1.14,0
3,259,24.31,5.31,1.14,0
3,260,23.59,5.25,0.89,0
3,261,23.69,5.17,1.04,0
3,262,23.73,4.96,0.93,0
3,263,25.0,5.05,0.93,0
3,264,24.27,4.68,1.04,0
3,265,25.67,4.78,1.0,0
3,266,23.63,5.29,0.87,0
3,267,24.92,4.91,0.83,0
3,268,26.29,5.29,1.03,0
3,269,26.24,5.19,0.96,0
3,270,24.47,4.93,1.11,0
3,271,24.31,4.66,0.94,0
3,272,25.01,5.32,0.84,0
3,273,25.91,5.39,1.23,0
3,274,23.71,4.97,0.89,0
3,275,26.03,4.86,1.03,0
3,276,23.52,4.76,1.03,0
3,277,24.41,5.1,0.98,0
3,278,25.28,4.99,1.14,0
3,279,24.09,5.32,1.13,0
3,280,24.24,4.61,0.96,0
3,281,24.2,4.88,1.17,0
3,282,26.13,5.36,0.75,0
3,283,25.47,5.28,1.11,0
3,284,23.81,5.02,0.87,0
3,285,24.98,4.65,1.25,0
3,286,25.63,4.67,1.21,0
3,287,26.19,5.02,1.1,0
3,288,24.62,5.38,0.79,0
3,289,23.79,4.71,1.16,0
3,290,23.72,5.05,0.97,0
3,291,26.39,4.79,0.88,0
3,292,24.45,5.24,1.1,0
3,293,25.71,4.85,0.89,0
3,294,23.72,4.76,1.14,0
3,295,25.25,4.72,0.83,0
3,296,24.9,4.93,1.02,0
3,297,26.39,4.77,0.9,0
3,298,24.3,4.7,0.83,0
3,299,25.56,5.26,1.1,0
3,300,23.62,5.27,0.91,0
4,1,24.69,4.64,0.9,0
4,2,25.96,4.74,1.23,0
4,3,26.06,5.04,1.03,0
4,4,23.78,4.68,1.15,0
4,5,23.86,4.65,1.14,0
4,6,24.17,4.76,0.95,0
4,7,25.56,5.35,0.79,0
4,8,25.26,5.33,0.79,0
4,9,26.49,4.76,1.07,0
4,10,25.93,4.67,1.17,0
4,11,25.93,4.7,1.22,0
4,12,23.65,5.34,0.97,0
4,13,25.67,5.0,0.94,0
4,14,24.78,4.88,1.2,0
4,15,24.32,4.96,0.82,0
4,16,25.34,5.09,1.07,0
4,17,25.0,5.31,0.99,0
4,18,23.76,4.91,0.96,0
4,19,25.43,5.24,0.87,0
4,20,26.48,5.03,0.76,0
4,21,24.65,5.17,0.99,0
4,22,25.84,4.88,1.03,0
4,23,24.46,4.82,0.76,0
4,24,25.29,4.62,1.16,0
4,25,27.57,5.25,0.99,1
4,26,27.24,4.79,0.83,1
4,27,28.71,5.03,1.15,1
4,28,29.45,5.36,1.04,1
4,29,27.02,5.35,1.25,1
4,30,27.58,4.85,1.12,1
4,31,28.2,5.16,0.93,1
4,32,28.93,5.36,1.17,1
4,33,26.61,5.03,0.84,1
4,34,27.93,5.08,0.76,1
4,35,27.52,5.09,1.15,1
4,36,26.68,5.24,1.18,1
4,37,26.83,5.16,0.82,1
4,38,28.61,4.89,0.79,1
4,39,27.47,5.07,0.92,1
4,40,28.42,5.19,0.97,1
4,41,28.19,4.85,1.1,1
4,42,28.5,5.09,0.93,1
4,43,27.38,4.9,1.12,1
4,44,28.22,4.6,1.1,1
4,45,26.05,5.22,1.03,0
4,46,24.05,4.85,1.15,0
4,47,25.33,5.11,0.8,0
4,48,24.99,4.86,0.79,0
4,49,24.54,4.86,1.07,0
4,50,26.39,5.26,1.09,0
4,51,25.69,4.87,0.76,0
4,52,24.13,5.15,0.93,0
4,53,25.86,5.18,0.77,0
4,54,24.81,4.94,0.83,0
4,55,24.74,5.31,0.93,0
4,56,24.63,5.26,1.14,0
4,57,25.23,5.21,0.86,0
4,58,24.85,5.24,0.77,0
4,59,23.56,4.81,0.8,0
4,60,24.53,5.31,0.83,0
4,61,23.73,5.35,1.24,0
4,62,24.51,5.39,1.2,0
4,63,25.61,4.95,1.08,0
4,64,25.32,4.95,0.78,0
4,65,24.49,5.38,0.95,0
4,66,25.16,5.34,1.02,0
4,67,25.48,4.84,0.8,0
4,68,24.68,5.04,1.0,0
4,69,23.66,4.6,0.79,0
4,70,25.97,5.1,0.99,0
4,71,23.79,4.77,1.07,0
4,72,26.43,4.98,0.81,0
4,73,25.85,4.98,1.2,0
4,74,24.3,5.11,0.94,0
4,75,24.61,4.91,0.84,0
4,76,23.63,4.95,0.88,0
4,77,26.01,5.05,0.83,0
4,78,25.59,4.68,1.08,0
4,79,25.92,4.93,1.13,0
4,80,24.18,4.65,0.94,0
4,81,25.07,5.37,1.09,0
4,82,26.31,5.06,0.87,0
4,83,24.4,4.92,1.18,0
4,84,23.6,5.06,1.01,0
4,85,25.21,5.39,0.82,0
4,86,26.35,4.96,1.22,0
4,87,24.0,4.77,0.85,0
4,88,23.63,4.66,1.09,0
4,89,24.11,5.26,0.82,0
4,90,25.29,4.86,1.11,0
4,91,25.92,4.67,1.03,0
4,92,25.16,5.29,1.01,0
4,93,26.25,4.61,1.1,0
4,94,25.26,5.23,0.81,0
4,95,23.95,5.05,1.04,0
4,96,26.39,4.68,0.8,0
4,97,25.84,5.23,1.18,0
4,98,26.14,5.3,0.88,0
4,99,25.46,5.06,0.99,0
4,100,24.02,4.92,1.06,0
4,101,25.54,4.92,0.95,0
4,102,26.14,5.15,0.77,0
4,103,24.93,4.81,0.94,0
4,104,24.51,5.23,0.91,0
4,105,26.03,5.29,1.09,0
4,106,26.42,4.78,0.9,0
4,107,25.73,5.22,0.91,0
4,108,25.69,5.08,0.79,0
4,109,24.83,5.33,0.95,0
4,110,24.95,5.01,0.94,0
4,111,23.67,5.23,0.78,0
4,112,25.63,4.92,1.14,0
4,113,25.07,5.05,0.84,0
4,114,26.13,4.76,0.78,0
4,115,23.6,4.64,0.93,0
4,116,24.1,4.89,0.98,0
4,117,24.69,5.34,1.09,0
4,118,24.23,4.99,0.97,0
4,119,26.38,4.98,1.03,0
4,120,24.53,5.27,0.88,0
4,121,25.99,4.67,0.76,0
4,122,23.65,5.28,1.14,0
4,123,24.14,4.78,0.86,0
4,124,24.12,5.12,1.01,0
4,125,26.09,5.37,1.09,0
4,126,24.92,4.71,0.84,0
4,127,25.9,4.78,1.05,0
4,128,26.33,5.17,1.1,0
4,129,24.33,5.32,1.18,0
4,130,24.88,4.77,0.9,0
4,131,25.06,5.41,1.04,1
4,132,26.5,5.85,1.17,1
4,133,25.28,5.79,1.09,1
4,134,24.51,5.62,0.91,1
4,135,25.47,5.55,1.08,1
4,136,25.05,6.09,0.78,1
4,137,25.93,5.51,0.91,1
4,138,23.58,6.13,0.9,1
4,139,24.71,6.2,1.04,1
4,140,25.95,5.95,1.11,1
4,141,25.41,4.98,1.22,0
4,142,24.58,4.84,0.83,0
4,143,25.47,5.05,0.9,0
4,144,24.91,5.19,1.11,0
4,145,25.18,5.33,1.22,0
4,146,26.2,5.12,0.86,0
4,147,24.17,5.3,0.96,0
4,148,26.16,4.9,1.04,0
4,149,24.89,4.69,0.78,0
4,150,25.4,5.06,1.06,0
4,151,24.92,4.76,0.81,0
4,152,25.54,5.02,0.96,0
4,153,26.11,4.72,1.25,0
4,154,24.53,5.39,1.2,0
4,155,26.46,4.71,1.18,0
4,156,24.04,4.66,0.92,0
4,157,26.46,4.85,0.78,0
4,158,24.86,4.77,1.14,0
4,159,25.23,4.73,1.14,0
4,160,25.84,4.7,0.97,0
4,161,24.79,4.94,0.99,0
4,162,23.51,5.03,1.12,0
4,163,26.35,5.31,1.13,0
4,164,25.09,4.61,0.75,0
4,165,25.7,4.78,1.19,0
4,166,24.44,4.68,1.0,0
4,167,24.42,4.65,0.77,0
4,168,26.35,4.96,1.01,0
4,169,25.07,4.95,1.09,0
4,170,23.9,5.4,1.0,0
4,171,25.75,4.73,1.2,0
4,172,25.94,4.62,0.86,0
4,173,26.45,4.77,0.76,0
4,174,25.01,4.7,1.11,0
4,175,25.88,4.9,1.07,0
4,176,25.81,5.1,1.05,0
4,177,23.64,4.69,1.17,0
4,178,23.64,4.69,0.97,0
4,179,23.87,4.8,1.1,0
4,180,24.12,5.15,0.75,0
4,181,24.76,4.68,1.01,0
4,182,25.37,5.16,0.96,0
4,183,26.2,5.01,1.06,0
4,184,24.35,5.23,1.0,0
4,185,25.33,5.22,1.17,0
4,186,26.42,4.89,0.95,0
4,187,23.98,5.04,1.21,0
4,188,25.56,4.98,0.87,0
4,189,23.54,4.67,0.81,0
4,190,25.22,5.0,1.22,0
4,191,25.84,4.66,1.11,0
4,192,26.21,5.12,0.98,0
4,193,26.43,4.81,0.78,0
4,194,25.94,5.3,1.18,0
4,195,24.58,5.14,0.96,0
4,196,23.85,5.28,1.2,0
4,197,23.53,4.71,1.07,0
4,198,24.49,5.32,1.23,0
4,199,24.3,5.19,0.94,0
4,200,24.53,4.69,0.95,0
4,201,24.87,5.27,1.09,0
4,202,24.93,4.94,1.19,0
4,203,24.0,4.71,1.11,0
4,204,26.44,5.28,0.8,0
4,205,26.23,4.99,1.03,0
4,206,24.81,5.09,1.14,0
4,207,25.33,5.29,1.19,0
4,208,25.68,5.31,0.99,0
4,209,24.96,5.31,0.97,0
4,210,23.69,5.12,0.76,0
4,211,26.1,5.02,1.12,0
4,212,25.67,4.78,1.23,0
4,213,26.12,5.02,1.09,0
4,214,25.35,4.95,1.11,0
4,215,24.95,5.13,1.07,0
4,216,23.95,5.26,1.2,0
4,217,25.34,4.61,1.22,0
4,218,25.02,4.98,1.0,0
4,219,24.0,5.2,0.91,0
4,220,24.49,4.82,1.0,0
4,221,25.15,4.9,1.16,0
4,222,23.74,4.96,1.19,1
4,223,25.0,4.85,1.52,1
4,224,23.55,4.92,1.42,1
4,225,25.98,5.23,1.47,1
4,226,26.17,5.05,1.38,1
4,227,24.52,5.26,1.16,0
4,228,26.03,4.87,1.13,0
4,229,25.3,5.17,0.93,0
4,230,24.86,4.68,1.08,0
4,231,23.51,4.88,1.07,0
4,232,25.9,5.04,0.94,0
4,233,23.82,5.32,1.0,0
4,234,25.97,5.19,0.95,0
4,235,24.26,4.76,0.81,0
4,236,26.06,4.77,1.16,0
4,237,24.07,4.87,1.13,0
4,238,23.64,5.11,1.09,0
4,239,23.87,5.31,0.98,0
4,240,25.27,5.0,1.23,0
4,241,23.51,5.19,1.03,0
4,242,24.8,5.07,1.21,0
4,243,25.84,5.33,1.1,0
4,244,24.02,5.25,0.8,0
4,245,25.47,5.08,0.91,0
4,246,26.14,4.93,1.05,0
4,247,25.58,4.8,0.95,0
4,248,24.53,4.84,1.15,0
4,249,23.91,5.08,1.19,0
4,250,25.04,5.27,1.02,0
4,251,24.44,5.19,1.03,0
4,252,24.15,4.77,1.11,0
4,253,25.56,5.34,0.82,0
4,254,25.63,5.38,0.84,0
4,255,25.13,5.11,1.11,0
4,256,25.78,5.05,1.04,0
4,257,26.33,5.17,1.09,0
4,258,26.18,5.03,1.19,0
4,259,24.77,4.61,0.8,0
4,260,24.64,4.64,0.78,0
4,261,24.3,5.23,1.24,0
4,262,25.55,4.72,0.78,0
4,263,25.85,4.76,1.02,0
4,264,24.58,4.96,1.06,0
4,265,25.53,5.05,0.86,0
4,266,25.44,4.91,1.01,0
4,267,25.89,5.16,1.1,0
4,268,23.64,4.91,0.96,0
4,269,25.86,5.15,1.23,0
4,270,23.66,5.19,0.85,0
4,271,26.11,5.29,0.97,0
4,272,24.18,5.11,1.1,0
4,273,24.6,5.07,1.12,0
4,274,24.09,5.18,0.85,0
4,275,24.85,5.39,0.79,0
4,276,26.39,5.19,0.81,0
4,277,23.62,4.82,0.88,0
4,278,23.98,5.28,0.75,0
4,279,24.9,5.35,0.77,0
4,280,26.29,5.08,1.14,0
4,281,25.38,5.27,0.9,0
4,282,25.87,5.04,0.79,0
4,283,25.62,5.02,1.23,0
4,284,25.06,5.23,0.83,0
4,285,25.13,4.92,0.92,0
4,286,26.15,5.13,0.92,0
4,287,24.38,5.36,1.06,0
4,288,24.92,5.05,1.13,0
4,289,25.45,4.69,0.92,0
4,290,24.22,5.11,1.21,0
4,291,24.23,4.63,1.19,0
4,292,24.64,5.24,0.81,0
4,293,24.27,5.18,0.76,0
4,294,25.05,5.22,1.01,0
4,295,25.03,4.99,0.9,0
4,296,25.45,4.86,0.79,0
4,297,23.79,5.38,1.14,0
4,298,25.1,5.1,0.86,0
4,299,25.39,4.77,1.09,0
4,300,26.01,4.76,1.16,0
5,1,25.95,4.66,1.09,0
5,2,23.57,5.17,0.77,0
5,3,23.72,4.74,0.88,0
5,4,23.71,5.26,1.21,0
5,5,24.72,4.96,0.95,0
5,6,24.45,4.91,0.81,0
5,7,23.52,5.18,0.78,0
5,8,25.74,4.64,1.17,0
5,9,24.57,5.0,0.89,0
5,10,25.56,5.09,0.89,0
5,11,26.28,4.91,1.16,0
5,12,23.59,4.73,0.86,0
5,13,25.74,5.24,1.17,0
5,14,24.38,5.11,0.9,0
5,15,26.16,5.37,1.18,0
5,16,25.44,5.37,0.76,0
5,17,26.12,4.71,0.77,0
5,18,25.22,4.92,1.02,0
5,19,23.76,4.77,1.12,0
5,20,25.68,4.77,1.2,0
5,21,26.05,4.71,0.84,0
5,22,25.35,4.8,0.81,0
5,23,25.51,5.05,0.78,0
5,24,25.75,5.39,1.02,0
5,25,25.43,4.66,1.09,0
5,26,24.25,4.76,1.04,0
5,27,26.35,4.89,1.09,0
5,28,24.2,4.83,0.78,0
5,29,24.08,4.99,0.91,0
5,30,25.48,5.15,0.83,0
5,31,25.2,5.25,1.23,0
5,32,24.01,4.85,1.14,0
5,33,25.64,5.11,0.89,0
5,34,24.58,5.14,0.92,0
5,35,24.94,4.96,1.14,0
5,36,24.96,4.69,1.07,0
5,37,23.75,4.82,1.16,0
5,38,26.17,4.76,1.12,0
5,39,25.38,5.18,1.2,0
5,40,26.05,5.11,1.16,0
5,41,25.24,5.22,0.86,0
5,42,23.61,4.81,1.2,0
5,43,25.12,5.12,0.82,0
5,44,24.68,5.31,1.04,0
5,45,26.07,4.71,1.0,0
5,46,23.77,4.89,0.76,0
5,47,24.22,5.37,1.24,0
5,48,25.55,5.21,0.82,0
5,49,23.98,5.05,1.03,0
5,50,26.12,4.72,1.12,0
5,51,26.32,4.63,1.13,0
5,52,24.2,4.81,0.87,0
5,53,25.51,5.01,1.15,0
5,54,24.66,5.33,1.19,0
5,55,23.62,5.12,0.8,0
5,56,26.41,5.11,0.89,0
5,57,25.73,5.06,1.04,0
5,58,24.63,4.9,1.04,0
5,59,26.19,4.66,0.88,0
5,60,26.42,4.78,0.95,0
5,61,25.95,4.88,1.15,0
5,62,26.16,4.61,1.19,0
5,63,24.82,4.78,1.01,0
5,64,24.34,4.72,0.83,0
5,65,25.31,5.25,1.08,0
5,66,24.74,4.86,0.81,0
5,67,25.53,4.98,1.05,0
5,68,25.44,4.93,0.87,0
5,69,23.88,5.07,0.82,0
5,70,25.04,5.31,0.82,0
5,71,24.0,5.34,1.01,0
5,72,24.72,5.38,1.07,0
5,73,26.14,5.18,1.16,0
5,74,26.34,4.77,1.05,0
5,75,24.91,4.99,0.86,0
5,76,28.8,4.71,1.04,1
5,77,28.56,5.01,0.83,1
5,78,27.63,5.08,0.78,1
5,79,29.23,4.61,1.01,1
5,80,27.03,5.26,1.05,1
5,81,28.09,5.08,1.19,1
5,82,29.21,4.67,1.08,1
5,83,28.54,4.6,1.22,1
5,84,28.59,4.94,1.19,1
5,85,28.81,5.35,0.99,1
5,86,29.01,5.24,1.2,1
5,87,28.8,4.94,0.88,1
5,88,28.13,4.67,1.05,1
5,89,26.52,4.6,1.12,1
5,90,27.12,5.02,0.94,1
5,91,27.78,4.93,0.8,1
5,92,28.19,4.81,1.02,1
5,93,27.11,5.39,0.95,1
5,94,28.18,5.05,0.84,1
5,95,28.82,5.39,1.04,1
5,96,24.69,4.71,1.18,0
5,97,23.86,4.78,1.14,0
5,98,26.35,4.68,1.0,0
5,99,25.86,5.24,1.06,0
5,100,25.55,4.64,0.94,0
5,101,25.41,5.24,1.16,0
5,102,24.92,5.08,0.79,0
5,103,24.29,4.9,1.05,0
5,104,25.67,5.34,0.95,0
5,105,25.47,4.83,1.23,0
5,106,23.67,5.22,0.84,0
5,107,24.98,4.61,1.18,0
5,108,26.29,5.01,0.85,0
5,109,25.85,5.01,1.1,0
5,110,25.35,5.14,0.93,0
5,111,25.47,5.38,0.79,0
5,112,24.33,4.92,1.08,0
5,113,24.72,4.76,0.76,0
5,114,25.61,5.34,1.02,0
5,115,25.68,5.05,1.04,0
5,116,24.54,5.25,0.86,0
5,117,26.39,4.96,0.95,0
5,118,23.51,4.74,1.0,0
5,119,25.18,5.0,0.92,0
5,120,23.85,5.01,0.88,0
5,121,25.11,5.23,0.88,0
5,122,24.83,4.9,0.99,0
5,123,24.23,4.87,1.14,0
5,124,25.54,5.32,1.18,0
5,125,24.95,4.81,0.94,0
5,126,25.87,4.78,1.1,0
5,127,25.9,4.93,0.93,0
5,128,25.11,5.16,0.88,0
5,129,24.36,4.92,1.12,0
5,130,24.53,5.04,0.84,0
5,131,24.44,4.77,1.04,0
5,132,24.05,5.2,1.22,0
5,133,24.07,5.19,0.87,0
5,134,24.23,4.81,0.86,0
5,135,26.0,5.27,0.93,0
5,136,25.84,4.7,0.79,0
5,137,26.37,4.99,0.75,0
5,138,26.07,5.37,1.17,0
5,139,24.61,4.85,1.2,0
5,140,26.14,5.06,0.89,0
5,141,24.05,5.21,1.01,0
5,142,24.69,5.2,0.81,0
5,143,25.08,4.94,1.22,0
5,144,23.6,4.88,1.18,0
5,145,25.83,4.97,0.81,0
5,146,25.05,4.85,0.75,0
5,147,25.52,4.9,0.8,0
5,148,24.58,5.29,0.84,0
5,149,24.29,4.82,1.23,0
5,150,24.53,4.75,0.96,0
5,151,24.76,5.2,0.93,0
5,152,24.7,4.96,1.04,0
5,153,26.44,5.15,1.16,0
5,154,25.66,5.24,1.03,0
5,155,26.07,5.99,1.15,1
5,156,24.92,5.51,0.96,1
5,157,26.18,5.65,1.02,1
5,158,24.96,5.44,1.18,1
5,159,23.8,5.6,0.86,1
5,160,26.02,5.61,1.12,1
5,161,24.58,5.68,1.16,1
5,162,24.74,5.88,1.09,1
5,163,25.23,6.18,1.02,1
5,164,24.35,6.02,1.01,1
5,165,24.84,4.66,1.06,0
5,166,24.89,5.37,1.18,0
5,167,25.42,5.34,0.96,0
5,168,25.34,4.92,1.2,0
5,169,23.74,4.87,0.91,0
5,170,25.46,5.17,1.05,0
5,171,24.69,5.31,1.14,0
5,172,26.32,5.2,1.01,0
5,173,24.85,4.73,1.18,0
5,174,23.88,4.79,0.88,0
5,175,25.73,5.2,0.86,0
5,176,24.69,4.68,1.22,0
5,177,24.92,4.64,1.14,0
5,178,25.07,5.4,0.8,0
5,179,25.35,4.67,1.22,0
5,180,24.67,4.78,1.12,0
5,181,24.83,4.7,1.01,0
5,182,24.01,4.63,0.93,0
5,183,26.25,5.29,0.98,0
5,184,26.11,5.35,1.02,0
5,185,23.91,5.36,1.02,0
5,186,25.27,4.97,1.12,0
5,187,26.13,4.95,1.07,0
5,188,25.1,5.33,0.99,0
5,189,24.18,4.67,0.9,0
5,190,24.74,4.72,0.76,0
5,191,25.07,5.21,0.82,0
5,192,24.36,5.03,1.09,0
5,193,24.98,5.2,0.9,0
5,194,25.8,5.24,1.05,0
5,195,25.89,5.04,0.84,0
5,196,26.15,4.95,0.87,0
5,197,25.64,5.12,1.16,0
5,198,24.16,4.66,1.06,0
5,199,25.05,5.24,1.06,0
5,200,25.58,4.82,1.07,0
5,201,25.1,4.82,0.84,0
5,202,23.71,4.71,0.81,0
5,203,24.87,4.96,1.1,0
5,204,24.98,4.86,0.83,0
5,205,26.41,4.62,1.24,0
5,206,24.35,4.7,0.97,0
5,207,23.52,4.67,0.76,0
5,208,24.15,4.94,1.14,0
5,209,25.0,4.9,1.1,0
5,210,23.6,4.66,1.13,0
5,211,23.94,4.81,0.95,0
5,212,25.13,4.75,1.2,0
5,213,24.25,4.91,0.76,0
5,214,26.42,5.17,0.94,0
5,215,26.42,4.8,1.25,0
5,216,24.1,5.19,0.8,0
5,217,25.5,4.77,0.94,0
5,218,26.38,5.35,0.83,0
5,219,25.68,5.2,1.02,0
5,220,23.87,4.98,0.9,0
5,221,24.58,4.64,1.08,0
5,222,26.42,4.79,0.97,0
5,223,23.55,5.24,1.04,0
5,224,24.69,4.79,1.23,0
5,225,25.24,5.15,1.09,0
5,226,23.96,5.22,0.87,0
5,227,25.0,5.15,0.92,0
5,228,26.41,5.21,0.78,0
5,229,24.57,4.72,1.02,0
5,230,23.82,4.99,0.91,0
5,231,25.18,5.12,0.92,0
5,232,26.18,5.19,0.76,0
5,233,24.63,5.18,0.88,0
5,234,23.62,5.17,1.03,0
5,235,25.13,4.99,1.03,0
5,236,25.13,4.86,0.98,0
5,237,26.1,5.08,1.18,0
5,238,23.98,5.02,0.97,0
5,239,25.96,5.03,0.98,0
5,240,25.83,5.0,1.12,0
5,241,26.15,5.1,1.46,1
5,242,24.46,4.65,1.56,1
5,243,24.07,5.15,1.23,1
5,244,24.35,4.93,1.2,1
5,245,25.48,4.64,1.24,1
5,246,23.59,4.69,0.85,0
5,247,23.6,5.11,0.94,0
5,248,24.97,5.1,1.05,0
5,249,23.65,4.78,1.11,0
5,250,23.54,5.34,1.08,0
5,251,26.29,5.27,0.98,0
5,252,25.42,4.89,1.12,0
5,253,26.17,5.26,1.15,0
5,254,23.67,5.09,1.01,0
5,255,25.7,5.27,0.79,0
5,256,24.15,5.02,0.8,0
5,257,24.19,4.91,0.85,0
5,258,25.47,5.06,1.22,0
5,259,25.18,5.05,1.12,0
5,260,25.8,5.06,1.09,0
5,261,25.61,4.94,0.8,0
5,262,25.88,5.04,1.0,0
5,263,25.47,5.03,1.05,0
5,264,26.3,5.32,1.03,0
5,265,26.49,5.28,0.96,0
5,266,25.4,5.26,0.91,0
5,267,24.22,5.04,0.94,0
5,268,25.15,5.2,0.93,0
5,269,24.86,5.37,0.75,0
5,270,23.6,4.83,0.76,0
5,271,23.91,5.31,0.75,0
5,272,26.45,4.77,0.91,0
5,273,25.81,5.35,1.16,0
5,274,26.26,5.01,1.04,0
5,275,25.21,4.68,0.98,0
5,276,23.97,4.81,1.19,0
5,277,24.25,4.8,0.9,0
5,278,25.21,5.06,0.86,0
5,279,23.73,4.86,0.99,0
5,280,24.96,5.32,1.1,0
5,281,25.96,4.68,1.07,0
5,282,23.61,5.25,0.94,0
5,283,25.84,5.34,0.92,0
5,284,26.14,4.95,1.22,0
5,285,23.86,5.22,1.12,0
5,286,26.05,5.34,1.07,0
5,287,25.4,4.64,1.01,0
5,288,24.46,5.05,0.91,0
5,289,25.59,4.72,1.09,0
5,290,26.49,5.38,1.13,0
5,291,25.23,4.67,0.97,0
5,292,25.86,4.72,0.92,0
5,293,24.93,5.2,1.02,0
5,294,24.29,4.92,0.97,0
5,295,25.59,5.21,0.99,0
5,296,24.09,4.92,1.04,0
5,297,25.18,5.4,1.01,0
5,298,24.23,4.81,0.97,0
5,299,25.55,5.06,0.81,0
5,300,24.74,4.89,0.85,0
6,1,23.57,4.84,1.24,0
6,2,25.35,5.39,0.97,0
6,3,23.94,4.64,1.16,0
6,4,24.1,4.9,1.13,0
6,5,26.06,4.69,0.78,0
6,6,26.35,5.34,1.18,0
6,7,25.96,4.61,1.1,0
6,8,23.83,4.96,0.76,0
6,9,24.13,5.03,0.85,0
6,10,25.07,4.81,0.99,0
6,11,25.69,4.71,1.1,0
6,12,23.56,5.07,1.08,0
6,13,23.63,4.74,0.89,0
6,14,25.87,5.09,0.78,0
6,15,25.46,4.61,0.94,0
6,16,24.31,5.28,1.08,0
6,17,26.09,4.62,1.18,0
6,18,25.45,4.78,0.94,0
6,19,26.43,4.68,0.91,0
6,20,26.1,5.03,0.84,0
6,21,25.0,4.97,1.21,0
6,22,23.56,4.8,1.01,0
6,23,24.5,4.91,0.83,0
6,24,24.54,4.88,1.06,0
6,25,24.21,5.38,1.0,0
6,26,25.94,5.1,1.19,0
6,27,26.17,5.25,0.76,0
6,28,25.16,4.82,0.83,0
6,29,26.19,5.13,0.79,0
6,30,24.65,5.37,1.06,0
6,31,25.38,4.78,0.87,0
6,32,23.96,5.38,1.2,0
6,33,24.49,5.03,0.85,0
6,34,23.92,5.03,1.15,0
6,35,26.09,4.85,1.1,0
6,36,25.07,4.71,1.25,0
6,37,26.43,4.72,1.22,0
6,38,26.25,4.85,1.03,0
6,39,26.35,4.69,0.91,0
6,40,26.14,5.18,1.13,0
6,41,26.14,4.93,0.96,0
6,42,29.3,5.35,1.2,1
6,43,27.05,5.22,0.8,1
6,44,28.2,5.09,0.88,1
6,45,27.58,4.79,1.09,1
6,46,28.31,4.98,1.0,1
6,47,27.97,4.9,1.18,1
6,48,28.79,4.75,0.77,1
6,49,28.73,4.82,0.96,1
6,50,29.28,5.21,0.78,1
6,51,27.47,5.29,0.99,1
